item	itemLabel	itemDescription
http://www.wikidata.org/entity/Q3611634	Haliacmon	river god of ancient Greece
http://www.wikidata.org/entity/Q24306064	Selemnos	deity of the Selemnos river
http://www.wikidata.org/entity/Q11792333	Nintur	Sumerian goddess
http://www.wikidata.org/entity/Q63384685	Asikni	A goddess, Daksha's wife
http://www.wikidata.org/entity/Q42907494	Anatis	ancient Southwest Asian deity
http://www.wikidata.org/entity/Q106076553	Ianire	One of the Oceanids
http://www.wikidata.org/entity/Q2171892	Hippo	One of the Oceanids
http://www.wikidata.org/entity/Q16258048	Njoku Ji	patron deity of the Yam in the Igbo religion
http://www.wikidata.org/entity/Q63433745	Dolichenos	Hittite deity of fertility and storms
http://www.wikidata.org/entity/Q10665160	Sehem	egyptian deity
http://www.wikidata.org/entity/Q10698630	Atius Tirawa	the creator god in Pawnee mythology
http://www.wikidata.org/entity/Q2352587	longma	winged horse with dragon scales in Chinese mythology
http://www.wikidata.org/entity/Q4154083	Daeira	Oceanid, mother of Eleusis by Hermes
http://www.wikidata.org/entity/Q10939697	Amenohiwashi	Japanese deity
http://www.wikidata.org/entity/Q12078889	Api	Goddess of the Scythian pantheon
http://www.wikidata.org/entity/Q15103205	Rangi	sky father in Maori mythology
http://www.wikidata.org/entity/Q105348967	Plexaure	one of the Oceanids
http://www.wikidata.org/entity/Q10979868	Poena	Roman goddess of punishment
http://www.wikidata.org/entity/Q47253721	Vaduki	A deity i Tamilnadu
http://www.wikidata.org/entity/Q7602975	Stata Mater	ancient Roman goddess
http://www.wikidata.org/entity/Q5065673	Ceto	Oceanid of Greek mythology
http://www.wikidata.org/entity/Q208588	Eurydice	oak nymph, or daughter of Apollo and wife of Orpheus
http://www.wikidata.org/entity/Q46132004	Zeuxippe	Ocean's daughter in Greek mythology
http://www.wikidata.org/entity/Q4878	Juracán	Taino god of storms
http://www.wikidata.org/entity/Q11125769	Yin Jiao	the leader of Tai Sui gods, the prince of Shang dynasty in Fengshen Yanyi (Investiture of the Gods)
http://www.wikidata.org/entity/Q11145014	Bixia Yuanjun	goddess in Taoism
http://www.wikidata.org/entity/Q107562924	Sasm	
http://www.wikidata.org/entity/Q18450783	Hamadryas	daughter of Orius, mother of the Hamadryads
http://www.wikidata.org/entity/Q826973	Beroe	Nereid or Oceanid of Greek mythology
http://www.wikidata.org/entity/Q23721069	Haukim	pre-Islamic Arabic god
http://www.wikidata.org/entity/Q5269429	Dhatri	hindu god, son of Aditi
http://www.wikidata.org/entity/Q107336165	Haoreima	A Goddess in Meitei mythology and religion of Kangleipak (Manipur)
http://www.wikidata.org/entity/Q7086785	Olifat	Micronesian trickster god
http://www.wikidata.org/entity/Q5988537	Maa	War goddess of antiquity
http://www.wikidata.org/entity/Q7290653	Rana Niejta	goddess in Sami mythology
http://www.wikidata.org/entity/Q4450293	Talay	mythology
http://www.wikidata.org/entity/Q97358258	Sabaoth	in Gnosticism, one of the sons of Ialdabaoth
http://www.wikidata.org/entity/Q15903662	Hǔ yé (Tiger God)	deity in Chinese folk religion
http://www.wikidata.org/entity/Q15952897	Dianmu	Chinese goddess of lightning
http://www.wikidata.org/entity/Q11766475	Majuna	Baltic goddess
http://www.wikidata.org/entity/Q60430729	Father of Greatness	eternal divine manifestation of good in Manichaeism
http://www.wikidata.org/entity/Q85316461	Shiji Niangniang	goddess in Chinese religion and Taoism
http://www.wikidata.org/entity/Q7405390	Salman	god
http://www.wikidata.org/entity/Q7638098	Sumugan	Sumerian god of river plains
http://www.wikidata.org/entity/Q669635	Hesione	Oceanid of Greek mythology
http://www.wikidata.org/entity/Q6733811	Maher	god of the Axsumites and the Himyarites
http://www.wikidata.org/entity/Q269515	Dōsojin	
http://www.wikidata.org/entity/Q378146	Lieu Hanh	
http://www.wikidata.org/entity/Q1069104	Chelone	character in Greek mythology
http://www.wikidata.org/entity/Q16256547	Sansin	local mountain gods
http://www.wikidata.org/entity/Q11815440	Peitho	
http://www.wikidata.org/entity/Q10722960	Xmucane	
http://www.wikidata.org/entity/Q12750699	Daphnis	
http://www.wikidata.org/entity/Q11596349	Wakahirume	
http://www.wikidata.org/entity/Q18604149	Derceto	main goddess of Ascalon / Ashkelon
http://www.wikidata.org/entity/Q113245191	Chelone	
http://www.wikidata.org/entity/Q20470474	Aran Ata	deity in Hungarian mythology
http://www.wikidata.org/entity/Q4260010	Lete	
http://www.wikidata.org/entity/Q12256062	Dahus	God of Basque mythology
http://www.wikidata.org/entity/Q4679171	Admete	Oceanid of Greek mythology
http://www.wikidata.org/entity/Q81650773	Qingshan King	tutelary god of Mount Qing in Hui'an, Fujian
http://www.wikidata.org/entity/Q12375040	Simhamukha	lion-faced dakini
http://www.wikidata.org/entity/Q12748314	Ampelus	
http://www.wikidata.org/entity/Q9334903	Segetia	Roman goddess of agriculture
http://www.wikidata.org/entity/Q21547785	Acheron	
http://www.wikidata.org/entity/Q19803602	Agni kadavil	
http://www.wikidata.org/entity/Q21286610	Balanus	
http://www.wikidata.org/entity/Q1566330	Polyxo	one of the Hyades
http://www.wikidata.org/entity/Q21286569	Aigeiros	
http://www.wikidata.org/entity/Q22965516	Kiaše	hurrian sea god
http://www.wikidata.org/entity/Q97621219	five-clawed dragon	type of Chinese dragon
http://www.wikidata.org/entity/Q24950607	Cuchavira	god of the rainbow in the Muisca religion of South America
http://www.wikidata.org/entity/Q5305225	Dragon King of the East Sea	deity in Chinese folk religion
http://www.wikidata.org/entity/Q3567747	Whiro	maori deity
http://www.wikidata.org/entity/Q4894859	Kapo	this article is about the God
http://www.wikidata.org/entity/Q12613735	Irwolseongsin	Korean mythology realted to celestial bodies
http://www.wikidata.org/entity/Q5957956	Kanno	African deity
http://www.wikidata.org/entity/Q279872	Ogma	character from Irish mythology and Scottish mythology
http://www.wikidata.org/entity/Q6962731	Ikenga	igbo cultural artifact
http://www.wikidata.org/entity/Q65062028	Coronis	Ancient Greek princess and princess of Thessaly
http://www.wikidata.org/entity/Q3411841	Penelope	dryad
http://www.wikidata.org/entity/Q12793206	Ka Tyeleo	goddes creator in Senufo mythology
http://www.wikidata.org/entity/Q17007784	Daohang Tianzun	Investiture of the Gods character
http://www.wikidata.org/entity/Q2859285	Pasithoe	One of the Oceanids
http://www.wikidata.org/entity/Q2597703	Xanthe	One of the Oceanids
http://www.wikidata.org/entity/Q97621240	four-clawed dragon	type of Chinese dragon
http://www.wikidata.org/entity/Q4702724	Al-Kutbay	Arabian deity - the scribe
http://www.wikidata.org/entity/Q24260627	Abrasax	
http://www.wikidata.org/entity/Q29654288	Helernus	Archaic Roman deity
http://www.wikidata.org/entity/Q6543844	Lieaibolmmai	
http://www.wikidata.org/entity/Q21478412	Coyopa	Mayan god
http://www.wikidata.org/entity/Q7086334	Olelbis	
http://www.wikidata.org/entity/Q4866211	Basamum	a deity worshipped in pre-Islamic South Arabia
http://www.wikidata.org/entity/Q11605569	Sunü	Ancient Chinese goddess
http://www.wikidata.org/entity/Q11078471	Mahoraga	
http://www.wikidata.org/entity/Q16167801	Archi	Queen and goddess
http://www.wikidata.org/entity/Q16331050	Eidothea	
http://www.wikidata.org/entity/Q223805	Angra Mainyu	personification of the "destructive spirit" in Zoroastrianism
http://www.wikidata.org/entity/Q16828141	Amshuman	
http://www.wikidata.org/entity/Q17992552	Four Evildoers	
http://www.wikidata.org/entity/Q318682	Abellio	god worshipped in Gallia Aquitania
http://www.wikidata.org/entity/Q5267628	Devnarayan	Gurjar warrior from Rajasthan, India
http://www.wikidata.org/entity/Q56399065	Gamab	
http://www.wikidata.org/entity/Q5285201	Djall	Albanian mythological figure
http://www.wikidata.org/entity/Q13140909	Zosso	Yoruba deity
http://www.wikidata.org/entity/Q106620096	Ianthe (mythology)	one of the Oceanids, daughter of Oceanus and Tethys
http://www.wikidata.org/entity/Q425430	Ḫepat	mother goddess of the Hurrians
http://www.wikidata.org/entity/Q5381975	Eototo	Deity of the Hopi
http://www.wikidata.org/entity/Q60180178	Dodone	
http://www.wikidata.org/entity/Q30324572	Ishtarat	Semetic goddess, variant of Ishtar
http://www.wikidata.org/entity/Q11686772	Aroni	Forest God of the Yoruba
http://www.wikidata.org/entity/Q542758	Styx	Greek divinity of the river Styx
http://www.wikidata.org/entity/Q99744425	Nundina	Roman deity
http://www.wikidata.org/entity/Q4175521	Jen	god in the Komi mythology
http://www.wikidata.org/entity/Q66362589	Sanjhi	
http://www.wikidata.org/entity/Q5591544	Erinle	deity in the Yoruba religion
http://www.wikidata.org/entity/Q15631124	Phoebe	hamadryad, wife of Danaus
http://www.wikidata.org/entity/Q2293877	Eidyia	Oceanid of Greek mythology
http://www.wikidata.org/entity/Q99743232	Mithras	deity on which the ancient Roman mystery cult of mithraism was centered
http://www.wikidata.org/entity/Q410531	Aethra	Oceanid of Greek mythology
http://www.wikidata.org/entity/Q21548011	Aesile	
http://www.wikidata.org/entity/Q5277030	Dilong	Chinese dragon name
http://www.wikidata.org/entity/Q11794250	Nycheia	mythological Greek character, daughter of Okeanos
http://www.wikidata.org/entity/Q11740375	Kly	African deity
http://www.wikidata.org/entity/Q6176504	Jehovah 1	God-like entity important in the mythology of the satirical Church of the SubGenius
http://www.wikidata.org/entity/Q4668463	Acaste	Oceanid of Greek mythology
http://www.wikidata.org/entity/Q15949855	Vesuna	
http://www.wikidata.org/entity/Q10414226	Apamo	Guardian deity in Southeast Asia
http://www.wikidata.org/entity/Q6966647	Nascio	Roman goddess of childbirth
http://www.wikidata.org/entity/Q110861887	Sankōbō	tengu in Japan
http://www.wikidata.org/entity/Q110861911	Tamonten	tengu in Japan
http://www.wikidata.org/entity/Q85789406	Nongthang Leima	Meitei goddess of seduction, thunder and lightning
http://www.wikidata.org/entity/Q105023109	Iansã Akoró Balé	candomblé deity
http://www.wikidata.org/entity/Q105023130	Ogum Xeroquê	candomblé deity
http://www.wikidata.org/entity/Q105023128	Ogum Sete Espadas	candomblé deity
http://www.wikidata.org/entity/Q105023132	Omidú	candomblé deity
http://www.wikidata.org/entity/Q115950853	Five Dragons	Legendary rulers of ancient China between Tianhuang, Dihuang, and Renhuang and the Three Soveraigns and Five Emperors
http://www.wikidata.org/entity/Q1790773	Tane	god of forests and of birds in Maori mythology
http://www.wikidata.org/entity/Q230478	Zurvan	
http://www.wikidata.org/entity/Q1225418	Fulgora	
http://www.wikidata.org/entity/Q152262	Pluto	god in Roman religion, Plouton in Greek
http://www.wikidata.org/entity/Q7983120	Wer	Mesopotamian and Syrian deity
http://www.wikidata.org/entity/Q720684	Asalluhi	deity
http://www.wikidata.org/entity/Q374311	Vertumnus	In Roman mythology, is the god of seasons, change and plant growth, as well as gardens and fruit trees
http://www.wikidata.org/entity/Q2465852	divine glory	manifestation of God's presence according to the Abrahamic religions
http://www.wikidata.org/entity/Q654604	Pales	Roman divinity
http://www.wikidata.org/entity/Q764953	Tuoni	Finnish deity
http://www.wikidata.org/entity/Q2031332	'Oro	god of the Polynesian pantheon
http://www.wikidata.org/entity/Q2894617	Bel	Mesopotamian god
http://www.wikidata.org/entity/Q778354	Aruna	deity
http://www.wikidata.org/entity/Q953033	Roma	female deity in ancient Roman religion
http://www.wikidata.org/entity/Q693504	Rūaumoko	deity
http://www.wikidata.org/entity/Q693587	Rehua	deity
http://www.wikidata.org/entity/Q721117	Asaruludu	deity
http://www.wikidata.org/entity/Q1282063	Guayota	deity
http://www.wikidata.org/entity/Q425419	Hasameli	deity
http://www.wikidata.org/entity/Q1660908	Inar	
http://www.wikidata.org/entity/Q1527103	Girra	Babylonian deity
http://www.wikidata.org/entity/Q186726	Tetri Giorgi	deity
http://www.wikidata.org/entity/Q1100314	Clementia	Roman goddess of forgiveness and mercy
http://www.wikidata.org/entity/Q1589114	Haubas	deity
http://www.wikidata.org/entity/Q935053	Harihara	fusion Hindu deity of Vishnu (Hari) and Shiva (Hara)
http://www.wikidata.org/entity/Q2005509	Nusku	sumerian deity
http://www.wikidata.org/entity/Q1246589	Laetitia	Minor Roman goddess of gaiety
http://www.wikidata.org/entity/Q2879107	Cloacina	Roman Godness protector of the Cloaca Maxima
http://www.wikidata.org/entity/Q164846	Aion	deity in Hellenistic mythology
http://www.wikidata.org/entity/Q1302646	Malakbel	deity
http://www.wikidata.org/entity/Q945508	Kumarbi	deity
http://www.wikidata.org/entity/Q1944143	Mondamin	Maize deity
http://www.wikidata.org/entity/Q866315	Vaiśravaṇa	deity in Buddhism
http://www.wikidata.org/entity/Q1507568	Haumia-tiketike	deity
http://www.wikidata.org/entity/Q1629059	Ribhus	deity
http://www.wikidata.org/entity/Q26236	Vagitanus	childbirth deity in ancient Roman religion
http://www.wikidata.org/entity/Q1752057	Mutunus Tutunus	Roman phallic marriage deity
http://www.wikidata.org/entity/Q932093	Dorje Shugden	deity of tibetan buddhism
http://www.wikidata.org/entity/Q301366	Ninazu	Mesopotamian Underworld deity
http://www.wikidata.org/entity/Q1397971	Vivasvat	deity
http://www.wikidata.org/entity/Q214672	Enlil	ancient Mesopotamian god
http://www.wikidata.org/entity/Q936519	Nisroch	god of Agriculture
http://www.wikidata.org/entity/Q55673104	divine justice	theological concept
http://www.wikidata.org/entity/Q1367147	Eshmun	Phoenicia mythology deity
http://www.wikidata.org/entity/Q1366849	Vajrapani	deity in Buddhism
http://www.wikidata.org/entity/Q1527568	Great Gish	Nuristani war deity
http://www.wikidata.org/entity/Q814397	Begtse	deity
http://www.wikidata.org/entity/Q202011	Dhanvantari	God of medicine and physician of the gods
http://www.wikidata.org/entity/Q3107482	Tekkeitsertok	Inuit deity
http://www.wikidata.org/entity/Q1802064	Uraš	mesopotamian deity, city god of Dilbat
http://www.wikidata.org/entity/Q18237641	Anbay	Pre-Islamic Arabic god
http://www.wikidata.org/entity/Q723555	aseity	the property by which a being exists in and of itself, from itself, or exists as so-and-such of and from itself
http://www.wikidata.org/entity/Q1884529	Tecciztecatl	lunar deity in Aztec mythology
http://www.wikidata.org/entity/Q67077190	Meslamta-ea	
http://www.wikidata.org/entity/Q458098	Tutu	Mesopotamian god
http://www.wikidata.org/entity/Q911168	Stribog	Slavic god and spirit of the winds, sky and air
http://www.wikidata.org/entity/Q780797	Fukurokuju	Japanese god of wealth and longevity.
http://www.wikidata.org/entity/Q922824	Mahākāla	deity in Hinduism, Buddhism and Sikhism
http://www.wikidata.org/entity/Q6997618	Nesr	Arabian god
http://www.wikidata.org/entity/Q1808152	Ta'lab	moon god of ancient Yemen
http://www.wikidata.org/entity/Q2223351	Šanta	Anatolian war god
http://www.wikidata.org/entity/Q1423283	Rongo	Māori god of cultivated plants
http://www.wikidata.org/entity/Q762282	Kingu	deity
http://www.wikidata.org/entity/Q4212374	Kāne	Hawaiian deity
http://www.wikidata.org/entity/Q76027520	Mumba	Indian goddess
http://www.wikidata.org/entity/Q10720412	Wiyot	god of creation
http://www.wikidata.org/entity/Q85872601	Korikoto	deity in the Yoruba pantheon
http://www.wikidata.org/entity/Q7413791	Qebhet	egyptian deity
http://www.wikidata.org/entity/Q3135758	Hine-raumati	Maory deity - Goddess/Lady of Summer
http://www.wikidata.org/entity/Q3135759	Hine-takurua	Maory deity - Goddess/Lady of Winter
http://www.wikidata.org/entity/Q6127388	Sibú	deity in Talamancan mythology
http://www.wikidata.org/entity/Q7166476	Pepromene	goddess for fate/destiny in Greek mythology
http://www.wikidata.org/entity/Q1478744	Vanemuine	deity of songs in Estonian pseudo-mythology
http://www.wikidata.org/entity/Q48815739	Cautantowwit	Creator god in the traditional religion of the Narragansett people.[
http://www.wikidata.org/entity/Q3335892	Napirisha	Elamite snake god of water
http://www.wikidata.org/entity/Q48995841	Mwari	Supreme Creator deity according to Shona traditional religion
http://www.wikidata.org/entity/Q7844251	Trita	
http://www.wikidata.org/entity/Q479033	Shinigami	Kami that invite humans towards death
http://www.wikidata.org/entity/Q85313687	Irai Leima	Meitei water goddess
http://www.wikidata.org/entity/Q3706269	Devel	concept of God in Romani religion
http://www.wikidata.org/entity/Q7908751	Vaikuntha Kamalaja	composite of Hindu deity couple Vishnu and Lakshmi
http://www.wikidata.org/entity/Q9178127	Bosompo	african deity
http://www.wikidata.org/entity/Q749391	Nunbarsegunu	
http://www.wikidata.org/entity/Q752958	Upelluri	
http://www.wikidata.org/entity/Q105023135	Oxaumaré	candomblé deity
http://www.wikidata.org/entity/Q105023136	Oxóssi Mutalombó Brunugunzu de Mutaleci	candomblé deity
http://www.wikidata.org/entity/Q2737631	Baalshamin	
http://www.wikidata.org/entity/Q423622	Aphrodite Urania	epithet and cult identity, heavenly, of the Greek goddess Aphrodite
http://www.wikidata.org/entity/Q6440788	Kshetrapala	
http://www.wikidata.org/entity/Q7258971	Pugot	
http://www.wikidata.org/entity/Q3705251	Dema	Deity
http://www.wikidata.org/entity/Q7068814	Nuit	deity
http://www.wikidata.org/entity/Q7416446	Sandon	ancient Hittite deity
http://www.wikidata.org/entity/Q99743300	Zeus Kyrios-Baalshamin	a male deity syncretizing aspects of the ancient Greek deity Zeus and Syrian deities
http://www.wikidata.org/entity/Q808902	Barrex	Name of a Celtic deity
http://www.wikidata.org/entity/Q106242114	Aereda	deity in Basque mythology
http://www.wikidata.org/entity/Q2148975	Luxing	deity
http://www.wikidata.org/entity/Q810727	Bathala	deity
http://www.wikidata.org/entity/Q844469	Uttu	Sumerian goddess of weaving
http://www.wikidata.org/entity/Q846011	Agasaya	Semitic war goddess
http://www.wikidata.org/entity/Q915141	Mahamayuri	Bodhisattva and female Wisdom King
http://www.wikidata.org/entity/Q948742	Kubaba	Queen of Sumer
http://www.wikidata.org/entity/Q10466408	Zi wei emperor	deity
http://www.wikidata.org/entity/Q1091393	Cian	mythical character
http://www.wikidata.org/entity/Q3336093	Naria	Gallo-Roman goddess
http://www.wikidata.org/entity/Q97352661	Taiyin Xingjun	deity
http://www.wikidata.org/entity/Q5031617	Candamius	Astral god syncretised with Jupiter
http://www.wikidata.org/entity/Q211258	deva	The male form of God
http://www.wikidata.org/entity/Q99743265	Gad	ancient Near Eastern fortune deity
http://www.wikidata.org/entity/Q2842779	Amenominakanushi	Japanese deity
http://www.wikidata.org/entity/Q1526751	Gad	pan-Semitic god of fortune
http://www.wikidata.org/entity/Q6944440	Muzha	fictional character
http://www.wikidata.org/entity/Q56407704	Cabrus	
http://www.wikidata.org/entity/Q4694723	Agwu Nsi	Igbo Alusi of divination
http://www.wikidata.org/entity/Q4458019	Tir	ancient Armenian god of writing
http://www.wikidata.org/entity/Q9384970	Five Poisons	ancient Chinese set of poisonous or otherwise hazardous animals
http://www.wikidata.org/entity/Q3476320	Manaf	pre-Islamic Arabian deity
http://www.wikidata.org/entity/Q6101211	Iya Nla	deity in Yoruba cosmology
http://www.wikidata.org/entity/Q10449938	Chiminigagua	creator god in the religion of the Muisca people of Colombia
http://www.wikidata.org/entity/Q2482710	Thalna	Etruscan goddess of childbirth
http://www.wikidata.org/entity/Q1473554	Iron-Crutch Li	Taoist mythological figure
http://www.wikidata.org/entity/Q2591110	Selardi	lunar deity of Urartu
http://www.wikidata.org/entity/Q2610857	Tharapita	god in Estonian mythology
http://www.wikidata.org/entity/Q1539620	Oeagrus	mythical character, father of Orpheus
http://www.wikidata.org/entity/Q2646981	Kisshōten	Japanese female deity
http://www.wikidata.org/entity/Q24913957	Anxurus	deity
http://www.wikidata.org/entity/Q13550765	Abeona and Adeona	Roman dieties
http://www.wikidata.org/entity/Q613010	Fufluns	Etruscan god of plants and wine
http://www.wikidata.org/entity/Q7102972	Orko	deity
http://www.wikidata.org/entity/Q7259245	Kannon	
http://www.wikidata.org/entity/Q770448	Pulastya	sage in Hinduism
http://www.wikidata.org/entity/Q3284925	Mamaragan	Storm god in Australian Aboriginal mythology
http://www.wikidata.org/entity/Q7902877	Utixo	
http://www.wikidata.org/entity/Q11597837	Tateyama Gongen	
http://www.wikidata.org/entity/Q85742167	Ao Run	deity in Chinese folk religion
http://www.wikidata.org/entity/Q6441119	Kuara	god of thunder in Turkic Shamanism also known as Kvara
http://www.wikidata.org/entity/Q6346741	Kaha'i	demigod in Polynesian mythologies
http://www.wikidata.org/entity/Q16058229	Agneya	female given name
http://www.wikidata.org/entity/Q7285452	Raja Indainda	
http://www.wikidata.org/entity/Q11380566	Izusan Gongen	
http://www.wikidata.org/entity/Q11568925	Kumano Gongen	
http://www.wikidata.org/entity/Q11666654	Izuna Gongen	
http://www.wikidata.org/entity/Q4701899	Aktzin	
http://www.wikidata.org/entity/Q5902515	Horagalles	thunder god in Sami mythology
http://www.wikidata.org/entity/Q4202143	Intercidona	Roman goddess who provides the axe without which trees cannot be cut
http://www.wikidata.org/entity/Q4739049	Amadioha	deity of thunder and lightning in the Igbo religion
http://www.wikidata.org/entity/Q7881877	Umvelinqangi	
http://www.wikidata.org/entity/Q683932	Heyoka	Lakota trickster-figure, playful contrarian, sacred clown, or jester
http://www.wikidata.org/entity/Q2367930	Gebeleizis	
http://www.wikidata.org/entity/Q11391615	Hachiōji Gongen	
http://www.wikidata.org/entity/Q11536449	Nezu Gongen	
http://www.wikidata.org/entity/Q2118331	Trisiras	three-headed son of Tvashta
http://www.wikidata.org/entity/Q5639122	Haikili	
http://www.wikidata.org/entity/Q6214657	Jofur	
http://www.wikidata.org/entity/Q855089	Bhrigu	One of the Saptarshis
http://www.wikidata.org/entity/Q11470054	Sannō Gongen	
http://www.wikidata.org/entity/Q1398044	Parjanya	deity
http://www.wikidata.org/entity/Q926518	Tinia	Etruscan god
http://www.wikidata.org/entity/Q7676367	Tairi	God of Thunder of the Mangareva
http://www.wikidata.org/entity/Q7813272	Tohil	
http://www.wikidata.org/entity/Q7129370	Pamola	legendary bird spirit in Abenaki mythology
http://www.wikidata.org/entity/Q7690999	Te Uira	
http://www.wikidata.org/entity/Q4832123	Azaka-Tonnerre	loa of thunder
http://www.wikidata.org/entity/Q248242	Teshub	God of thunder
http://www.wikidata.org/entity/Q11573853	Yuga Daigongen	
http://www.wikidata.org/entity/Q11579578	Hakusan Gongen	
http://www.wikidata.org/entity/Q682855	Hadad	deity
http://www.wikidata.org/entity/Q4701008	Akilandeswari	female given name
http://www.wikidata.org/entity/Q31752206	Agdy	personification of thunder in Evenk mythology
http://www.wikidata.org/entity/Q7171304	Perëndi	Albanian word for god, the sky and heaven
http://www.wikidata.org/entity/Q4811960	Asvayujau	female given name
http://www.wikidata.org/entity/Q616848	Perkūnas	deity
http://www.wikidata.org/entity/Q4985071	Budhi Pallien	female given name
http://www.wikidata.org/entity/Q241908	Marichi	Hindu sage
http://www.wikidata.org/entity/Q3622996	Xevioso	god of thunder in the Dahomey mythology
http://www.wikidata.org/entity/Q55528104	Sekison Gongen	
http://www.wikidata.org/entity/Q7125315	Pajonn	
http://www.wikidata.org/entity/Q7862519	Tāwhaki	
http://www.wikidata.org/entity/Q1399704	Loucetios	deity
http://www.wikidata.org/entity/Q7408523	Samaleswari	Grama Devi or Village Goddess of Sambalpur, Odisha
http://www.wikidata.org/entity/Q7420697	Santoshi Mata	Goddess in the Hindu pantheon
http://www.wikidata.org/entity/Q7915409	Varahi	Hindu boar-headed mother goddess
http://www.wikidata.org/entity/Q19903374	Astrape and Bronte	goddesses of lightning and thunder.
http://www.wikidata.org/entity/Q2782192	Ambisagrus	Gaulish god identified with Jupiter
http://www.wikidata.org/entity/Q942906	Summanus	deity
http://www.wikidata.org/entity/Q60740284	Tamil Thai	Goddess of Tamil language
http://www.wikidata.org/entity/Q1101132	Atago Gongen	a Japanese kami believed to be the local avatar (Gongen) of Buddhist bodhisattva Kṣitigarbha. The cult originated in Shugendō practices on Mount Atago in Kyoto
http://www.wikidata.org/entity/Q5856796	Sinivali	female given name
http://www.wikidata.org/entity/Q10564482	Five Sisters of Long Life	the five tshe ring mched [life increasing] deities
http://www.wikidata.org/entity/Q2625482	Anguta	inuit deity
http://www.wikidata.org/entity/Q42952	Thor	hammer-wielding Nordic god associated with thunder, lightning, storms, oaks, strength, and fertility
http://www.wikidata.org/entity/Q7961188	Wakinyan	Lakota sacred mythological being;akin to "thunderbird" from a portmanteau of sacred wings
http://www.wikidata.org/entity/Q22908723	Shitala Mata Dham	Hindu goddess
http://www.wikidata.org/entity/Q4694880	Ah Peku Patera	god of thunder in Maya mythology
http://www.wikidata.org/entity/Q2680724	Akiha Gongen	a Japanese kami believed to be the local avatar (Gongen) of Buddhist bodhisattva Avalokiteśvara. The cult originated in Shugendō practices on Mount Akiha in Shizuoka
http://www.wikidata.org/entity/Q5270151	Diable Tonnere	loa (deity) who presides over thunder in Haitian Vodou
http://www.wikidata.org/entity/Q12419362	Kaalratri	seventh form of goddess Durga
http://www.wikidata.org/entity/Q5958460	Kasogonagá	Toba weather goddess
http://www.wikidata.org/entity/Q6753410	Manyu	hindu deity
http://www.wikidata.org/entity/Q862437	Perkwunos	weather-god in Proto-Indo-European mythology
http://www.wikidata.org/entity/Q6314649	Jupiter Tonans	Roman deity
http://www.wikidata.org/entity/Q844965	Ukko	god of the sky, weather, harvest and thunder in Finnish mythology
http://www.wikidata.org/entity/Q7550103	Sobo	thunder loa
http://www.wikidata.org/entity/Q3397444	Cabrakán	
http://www.wikidata.org/entity/Q4705769	Alal	one of the names of a Moon goddess
http://www.wikidata.org/entity/Q6777877	Maru	
http://www.wikidata.org/entity/Q2928130	Buluc-Chabtan	Mayan god of war
http://www.wikidata.org/entity/Q7942101	Votan	Mayan God
http://www.wikidata.org/entity/Q4712398	Albina	Etruscan goddess
http://www.wikidata.org/entity/Q2307579	Camazotz	Mayan god
http://www.wikidata.org/entity/Q860243	Mami	goddess in the Babylonian epic Atra-Hasis
http://www.wikidata.org/entity/Q2934408	Calu	
http://www.wikidata.org/entity/Q5119937	Cilens	
http://www.wikidata.org/entity/Q2704046	Turms	equivalent of Roman Mercury and Greek Hermes, both gods of trade and the messenger god between people and gods
http://www.wikidata.org/entity/Q1340960	Tuchulcha	
http://www.wikidata.org/entity/Q23537946	Usil	Etruscan god of the sun
http://www.wikidata.org/entity/Q3555293	Velch	
http://www.wikidata.org/entity/Q1417974	Ixtab	Yucatec Mayan goddess of suicide, according to Diego de Landa
http://www.wikidata.org/entity/Q1709966	Jovi	purported Assyrian god
http://www.wikidata.org/entity/Q654458	Ereshkigal	goddess in Mesopotamian mythology
http://www.wikidata.org/entity/Q840451	Ninegal	mesopotamian goddess of royal palaces and tutelary goddess of Qatna
http://www.wikidata.org/entity/Q17010064	Ek Chuaj	Maya god of cocoa
http://www.wikidata.org/entity/Q9294975	Hun Hunahpu	
http://www.wikidata.org/entity/Q2035597	Alaunus	Gaulish god
http://www.wikidata.org/entity/Q1276629	Mummu	mesopotamian deity
http://www.wikidata.org/entity/Q56290958	Ethausva	Etruscan birth deity
http://www.wikidata.org/entity/Q6813564	Apkallu	seven demi-gods associated with human wisdom
http://www.wikidata.org/entity/Q3409448	Acan	Mayan god of wine
http://www.wikidata.org/entity/Q3674936	Geshtu-E	
http://www.wikidata.org/entity/Q56451615	Calliphaea	Greek mythological character, one of the Ionides nymphs whose spring waters were believed to cure diseases
http://www.wikidata.org/entity/Q12905289	Bolontiku	deity from Mayan mythology
http://www.wikidata.org/entity/Q2107101	Hanbi	mythological god of evil
http://www.wikidata.org/entity/Q108913956	Khunu Leima	Goddess of all the pigeons in the world in Meitei mythology and religion of Ancient Manipur (Kangleipak).
http://www.wikidata.org/entity/Q108913996	Shapi Leima	Goddess of all the rodents in the world in Meitei mythology and religion of Ancient Manipur (Kangleipak).
http://www.wikidata.org/entity/Q108914013	Nganu Leima	Goddess of all the water fowls (ducks, geese, swans) in the world in Meitei mythology and religion of Ancient Manipur (Kangleipak).
http://www.wikidata.org/entity/Q10722998	Xpiyacoc	
http://www.wikidata.org/entity/Q584318	Illapa	Inca deity
http://www.wikidata.org/entity/Q148030	Triton	Greek god, messenger of the sea
