item	itemLabel	itemDescription
http://www.wikidata.org/entity/Q817358	Mokosh	deity
http://www.wikidata.org/entity/Q17634885	Matangi	Hindu goddess
http://www.wikidata.org/entity/Q1365882	Nachi Falls	waterfall in Wakayama Prefecture, Japan
http://www.wikidata.org/entity/Q111290804	Acmena	nymph in Greek mythology, dedicated to venus
http://www.wikidata.org/entity/Q111020344	Euneike	nymph in Greek mythology
http://www.wikidata.org/entity/Q6721064	Maalikapurathamma	family deity of Pandalam dynasty and Lord Ayyappa
http://www.wikidata.org/entity/Q5476020	Savitri Brata	female given name
http://www.wikidata.org/entity/Q641632	Nüwa	Legendary figure of Chinese prehistory, the sister and wife of Fuxi and variously described as a divine mother goddess, half-snake demigod, empress and inventor
http://www.wikidata.org/entity/Q61078183	Vishvakarma	deity
http://www.wikidata.org/entity/Q3115610	Kannagi	Legendary Tamil Woman
http://www.wikidata.org/entity/Q581805	Bhūmi	Hindu goddess representing Mother Earth
http://www.wikidata.org/entity/Q38821847	Teutillis	
http://www.wikidata.org/entity/Q4863208	Barraiya	
http://www.wikidata.org/entity/Q5269341	Dharmathakur	
http://www.wikidata.org/entity/Q113211484	Brettia	Greek nymph
http://www.wikidata.org/entity/Q4804575	Ashapura Mata	Hindu goddess
http://www.wikidata.org/entity/Q7377716	Sambhavanatha	Tirthankara of Jainism
http://www.wikidata.org/entity/Q3362756	Papahanaumoku	Hawaiian Earth Mother
http://www.wikidata.org/entity/Q107107253	Sulpitia	nymph
http://www.wikidata.org/entity/Q2671904	Aysyt	fertility deity of the Yakut people Siberia
http://www.wikidata.org/entity/Q2000962	Rohini Devi	Mother of Balarama
http://www.wikidata.org/entity/Q2232493	Bhavani	Forms of Hindu goddess Parvati
http://www.wikidata.org/entity/Q898947	Lachesis	one of the Fates of Greek Mythology
http://www.wikidata.org/entity/Q107338017	Nirrti	Hindu god and the protector of southwest direction
http://www.wikidata.org/entity/Q2062262	Tiburtine Sibyl	Roman Sibyl
http://www.wikidata.org/entity/Q644156	Gatumdag	sumerian mother goddess
http://www.wikidata.org/entity/Q5252611	Devasena	Hindu goddess
http://www.wikidata.org/entity/Q11291145	El Cantare	The object of faith in "Happy Science", the god of the earth
http://www.wikidata.org/entity/Q2374344	Putana	Hindu demoness
http://www.wikidata.org/entity/Q3563978	Vegoia	etruscan mythology's character
http://www.wikidata.org/entity/Q3880001	Nzambi a Mpungu	Kikongo term for high creator god
http://www.wikidata.org/entity/Q1546353	Minthe	water nymph, consort of Hades
http://www.wikidata.org/entity/Q1200549	Mariamman	South Indian Hindu goddess of Rain
http://www.wikidata.org/entity/Q2477202	Ayyappan	a yogi-warrior Hindu deity found particularly in Kerala and other South Indian states
http://www.wikidata.org/entity/Q399744	Maya death gods	god of Death (Maya cult)
http://www.wikidata.org/entity/Q106468216	Diopatra	
http://www.wikidata.org/entity/Q1103522	Phra Mae Thorani	Earth goddess of Buddhist mythology
http://www.wikidata.org/entity/Q5391692	Ninkurra	sumerian deity
http://www.wikidata.org/entity/Q1518806	Manasa	Hindu folk goddess of snakes
http://www.wikidata.org/entity/Q107315219	Sithnid nymphs	nymphs native to Megara, Greece
http://www.wikidata.org/entity/Q2866458	Mahakali	Hindu Goddess of time and death
http://www.wikidata.org/entity/Q100877925	Vaishno Devi	manifestation of the Hindu Mother Goddess, Devi
http://www.wikidata.org/entity/Q106403886	Sinoe	nymph of Greek mythology, nurse of Pan
http://www.wikidata.org/entity/Q2342528	Sarama	urmila
http://www.wikidata.org/entity/Q5638872	Earth and Heaven (Hurrian religion)	Hurrian and Mesopotamian cosmogonic figures
http://www.wikidata.org/entity/Q106515828	Nais (nymph)	character in Greek myth
http://www.wikidata.org/entity/Q7168954	Periyachi	aspect of Hindi Godess
http://www.wikidata.org/entity/Q7082047	Okinoshima	island in Fukuoka, Japan
http://www.wikidata.org/entity/Q23044889	Teojusin	Patron of Earth in Gashin cult of Korea
http://www.wikidata.org/entity/Q12931914	Pidari	hindu folk goddess
http://www.wikidata.org/entity/Q3457208	Kamalatmika	Hindu goddess
http://www.wikidata.org/entity/Q4784169	Aranyani	hindu goddess of the forests
http://www.wikidata.org/entity/Q829669	Clotho	one of the Fates of Greek mythology
http://www.wikidata.org/entity/Q1113171	Whaitiri	Māori goddesses
http://www.wikidata.org/entity/Q689422	Euphrosyne	deity, one of the Graces
http://www.wikidata.org/entity/Q3752124	Milda	Lithuanian goddess of love and of freedom
http://www.wikidata.org/entity/Q190565	Metis	Oceanid of Greek mythology
http://www.wikidata.org/entity/Q2575982	Rumina	Roman goddess of breastfeeding
http://www.wikidata.org/entity/Q185747	Nemesis	Goddess of Greek mythology
http://www.wikidata.org/entity/Q7685133	Lishan Laomu	the old mother of Mount Li
http://www.wikidata.org/entity/Q25222187	Ambika	one of the names of Parvati/Durga
http://www.wikidata.org/entity/Q1022009	Belet-Seri	Mesopotamian goddess
http://www.wikidata.org/entity/Q1884731	Mah	Zoroastrian deity
http://www.wikidata.org/entity/Q1887850	Vacuna	Ancient Roman goddess
http://www.wikidata.org/entity/Q425401	Hanwasuit	
http://www.wikidata.org/entity/Q17090147	Tala	goddess in Tagalog mythology
http://www.wikidata.org/entity/Q584076	Narodakini	
http://www.wikidata.org/entity/Q1956642	Mullissu	Assyrian goddess
http://www.wikidata.org/entity/Q20827470	Vibes	
http://www.wikidata.org/entity/Q2899167	Satiada	
http://www.wikidata.org/entity/Q2088035	Etügen Eke	Mongolian Earth goddess
http://www.wikidata.org/entity/Q10526935	Huitaca	goddess of Muisca religion
http://www.wikidata.org/entity/Q258927	Perchta	German goddess
http://www.wikidata.org/entity/Q207636	Serket	Egyptian deity
http://www.wikidata.org/entity/Q194015	Daphne	Greek mythological figure
http://www.wikidata.org/entity/Q1585346	Harimella	ancient Germanic deity
http://www.wikidata.org/entity/Q1888423	Mamu	mesopotamian deity of dreams
http://www.wikidata.org/entity/Q19898522	Surasa	daughter of Daksha in Hindu legends
http://www.wikidata.org/entity/Q16241997	Chirakan-Ixmucane	
http://www.wikidata.org/entity/Q180222	Amphitrite	Oceanid of Greek mythology
http://www.wikidata.org/entity/Q598518	Nerthus	goddess associated with fertility in Germanic paganism
http://www.wikidata.org/entity/Q1770908	Stimula	Roman deity of childhood, in the indigitamenta
http://www.wikidata.org/entity/Q126916	Minerva	Roman goddess of wisdom and sponsor of arts, trade, and defense
http://www.wikidata.org/entity/Q6548426	Liluri	hurrian mountain goddess
http://www.wikidata.org/entity/Q107785	Amalthea	Oceanid of Greek mythology
http://www.wikidata.org/entity/Q102884	Mnemosyne	personification of memory in Greek mythology
http://www.wikidata.org/entity/Q37122	Athena	goddess of wisdom and war in ancient Greek religion and mythology
http://www.wikidata.org/entity/Q920416	Eunomia	Greek goddess of good order
http://www.wikidata.org/entity/Q1964809	Nanshe	mesopotamian goddess
http://www.wikidata.org/entity/Q6937575	Murcia	goddess in ancient Rome
http://www.wikidata.org/entity/Q612156	Anu	deity
http://www.wikidata.org/entity/Q1426934	Palden Lhamo	female buddhist deity
http://www.wikidata.org/entity/Q2983724	Toyouke-Ōmikami	The goddess of agriculture and industry in the Shinto religion in Japan.
http://www.wikidata.org/entity/Q2133718	Azimua	sumerian goddess
http://www.wikidata.org/entity/Q2228113	Nikkal	goddess of orchards from the ancient Near East
http://www.wikidata.org/entity/Q272523	Inanna	Sumerian goddess
http://www.wikidata.org/entity/Q19731890	Baudihillia	ancient Germanic deity
http://www.wikidata.org/entity/Q188236	Cybele	Anatolian mother goddess
http://www.wikidata.org/entity/Q7044282	Salambo	Babylonian goddess
http://www.wikidata.org/entity/Q1042300	Fauna	Roman goddess; either the wife, sister, or daughter of Faunus
http://www.wikidata.org/entity/Q97629381	Plexaure	One of the Nereid
http://www.wikidata.org/entity/Q1823564	Arsay	Ugaritic goddess associated with the underworld.
http://www.wikidata.org/entity/Q107668133	Lairembi	Goddess of Meitei mythology and religion
http://www.wikidata.org/entity/Q282628	Salus	roman goddess of wellbeing
http://www.wikidata.org/entity/Q743609	Ninshubur	deity
http://www.wikidata.org/entity/Q848327	Ninsun	Sumerian goddess
http://www.wikidata.org/entity/Q1543077	Ilmatar	goddess in Finnish mythology
http://www.wikidata.org/entity/Q1969824	Kostroma	East Slavic fertility goddess
http://www.wikidata.org/entity/Q460404	Amdjeru	the ancient Egyptian goddess of the underworld
http://www.wikidata.org/entity/Q920598	Devana	deity
http://www.wikidata.org/entity/Q6132631	Soteria	Greek divinity, personification of salvation
http://www.wikidata.org/entity/Q47652	Venus	Roman goddess of love, sexuality, procreation and pleasure
http://www.wikidata.org/entity/Q1127224	Dakini	mythical character
http://www.wikidata.org/entity/Q21042097	Aveha	Germanic goddess
http://www.wikidata.org/entity/Q734508	Sigyn	mythical wife of Loki
http://www.wikidata.org/entity/Q17010268	Renenti	Egyptian goddess of nourishment
http://www.wikidata.org/entity/Q411824	Antu	Babylonian goddess
http://www.wikidata.org/entity/Q2661483	Aya	Godess of dawn Akkadian mythology
http://www.wikidata.org/entity/Q829508	Coatlicue	Aztec earth goddess
http://www.wikidata.org/entity/Q828550	The Morrígan	deity
http://www.wikidata.org/entity/Q35500	Aphrodite	Greek goddess of love, beauty, pleasure, and procreation
http://www.wikidata.org/entity/Q978414	Amanozako	Japanese goddesss
http://www.wikidata.org/entity/Q4919394	Manimekhala	goddess of the seas
http://www.wikidata.org/entity/Q1101752	Clíodhna	queen of the banshees
http://www.wikidata.org/entity/Q197039	Zeuxo	Oceanid of Greek mythology
http://www.wikidata.org/entity/Q2087837	Mari	Basque goddess
http://www.wikidata.org/entity/Q381126	Erecura	ancient Celtic goddess
http://www.wikidata.org/entity/Q465875	Dike	Greek goddess of law and justice
http://www.wikidata.org/entity/Q18643694	Dev Mogra	figure in Hindu mythology, a goddess for the Satpuda mountain people
http://www.wikidata.org/entity/Q427122	Merope	
http://www.wikidata.org/entity/Q5308511	Drosera	naiad in Greek mythology
http://www.wikidata.org/entity/Q810744	Batea	
http://www.wikidata.org/entity/Q1423058	Cyane	Sicilian nymph in Greek mythology
http://www.wikidata.org/entity/Q1372109	Euboea	daughter of Asopus
http://www.wikidata.org/entity/Q11921267	Europa	daughter of Okeanos and Tethys in Greek mythology
http://www.wikidata.org/entity/Q13058657	Praxithea	Naiad, spouse of Erichthonius of Athens
http://www.wikidata.org/entity/Q213440	Tyche	Greek goddess of fortune
http://www.wikidata.org/entity/Q2103187	Polyxo	Naiad, wife of Danaus
http://www.wikidata.org/entity/Q1232622	Creusa	naiad, mother of Hypseus
http://www.wikidata.org/entity/Q10411954	Anippe	
http://www.wikidata.org/entity/Q279782	Abarbarea	water deity
http://www.wikidata.org/entity/Q10622216	Pegasis	
http://www.wikidata.org/entity/Q10403775	Aea	
http://www.wikidata.org/entity/Q10592638	Myrtoessa	Arcadian nymph
http://www.wikidata.org/entity/Q19738771	Arethusa	
http://www.wikidata.org/entity/Q460094	Lilaea	water deity, daughter of Cephisos
http://www.wikidata.org/entity/Q643456	Arethusa	Nereid of Greek mythology
http://www.wikidata.org/entity/Q3661549	Strophia	
http://www.wikidata.org/entity/Q22125811	Mapsaura	
http://www.wikidata.org/entity/Q2112864	Pronoe	naiad in Greek mythology,
http://www.wikidata.org/entity/Q398524	Philyra	Oceanid of Greek mythology
http://www.wikidata.org/entity/Q3560453	Argyra	Greek nymph, one of the Naiads
http://www.wikidata.org/entity/Q28563696	Asterope	
http://www.wikidata.org/entity/Q866674	Clytie	Oceanid of Greek mythology
http://www.wikidata.org/entity/Q304227	Aba	Najad in Greek mythology
http://www.wikidata.org/entity/Q726279	Doris	Oceanid of Greek mythology
http://www.wikidata.org/entity/Q29166150	Thrace	figure in Greek mythology, beloved of Jupiter, mother of Bithynus
http://www.wikidata.org/entity/Q17197552	Periboea	naiad, wife of Ikarios in Greek mythology
http://www.wikidata.org/entity/Q16933131	Melite	naiad of Greek mythology
http://www.wikidata.org/entity/Q25393568	Pitane	mythical figure at Sparta
http://www.wikidata.org/entity/Q17461398	Daulis	mythical daughter of Cephisos
http://www.wikidata.org/entity/Q9635388	Asterope	Greek nymph, one of the Hesperides
http://www.wikidata.org/entity/Q949266	Thyia	water deity
http://www.wikidata.org/entity/Q1259960	Evadne	daughter of Strymon
http://www.wikidata.org/entity/Q4810860	Bolbe	Oceanid of Greek mythology
http://www.wikidata.org/entity/Q1237258	Metope	nymph
http://www.wikidata.org/entity/Q29564945	Callirhoe	
http://www.wikidata.org/entity/Q12754452	Langia	
http://www.wikidata.org/entity/Q2559167	Caliadne	naiad, wife of Aegyptus
http://www.wikidata.org/entity/Q979627	Orseis	water deity
http://www.wikidata.org/entity/Q1735272	Cassotis	Nymph of Mt. Parnassus associated with a water source at Delphi
http://www.wikidata.org/entity/Q29470201	Erytheia	nymph in Greek mythology
http://www.wikidata.org/entity/Q605744	Asia	Oceanid of Greek mythology
http://www.wikidata.org/entity/Q4843985	Pirene	nymph
http://www.wikidata.org/entity/Q2495582	Phaeno	Oceanid in Greek mythology
http://www.wikidata.org/entity/Q21548693	Anthédon	naiad
http://www.wikidata.org/entity/Q5896560	Hesperethusa	mythological character
http://www.wikidata.org/entity/Q1641282	Zeuxippe	spouse of the legendary Athenian king Pandion I
http://www.wikidata.org/entity/Q4044896	Galaxaura	Oceanid in Greek mythology
http://www.wikidata.org/entity/Q58850280	Crete	
http://www.wikidata.org/entity/Q7800294	Tiasa	personification of Tiasa river in Laconia
http://www.wikidata.org/entity/Q912408	Chariclo	Chiron’s wife
http://www.wikidata.org/entity/Q28224106	Symaithis	
http://www.wikidata.org/entity/Q19828218	Oenoe	nymph in mythology, wife of Thoas
http://www.wikidata.org/entity/Q7595427	Cyllene	naiad from Greek mythology
http://www.wikidata.org/entity/Q5820239	Ephydatia	naiad of Ancient Greek mythology
http://www.wikidata.org/entity/Q60691484	Eudore	
http://www.wikidata.org/entity/Q305548	Abarbarea	n Greek mythology, Abarbaree or Abarbarea (Ancient Greek: Ἀβαρβαρέα) was a naiad nymph and one of the three ancestors of the Tyrians, along with Callirrhoe and Drosera
http://www.wikidata.org/entity/Q1539539	Sinope	nymph
http://www.wikidata.org/entity/Q913161	Callirrhoe	Oceanid of Greek mythology
http://www.wikidata.org/entity/Q828579	Salmacis	nymph in Greek mythology
http://www.wikidata.org/entity/Q48961	Calypso	Oceanid of Greek mythology
http://www.wikidata.org/entity/Q548099	Eurynome	Oceanid of Greek mythology
http://www.wikidata.org/entity/Q910061	Prymno	Onr of the Oceanids
http://www.wikidata.org/entity/Q6048797	Ocyrhoe	Oceanid, Phasis’ mother
http://www.wikidata.org/entity/Q12899333	Chrysothemis	Hesperid in Greek mythology
http://www.wikidata.org/entity/Q12757019	Paria	nymph, consort of Minos of Crete
http://www.wikidata.org/entity/Q2197827	Amphiro	One of the Oceanids
http://www.wikidata.org/entity/Q2465677	Lotis	nymph in Greek mythology
http://www.wikidata.org/entity/Q858671	Oenone	nymph of Greek mythology
http://www.wikidata.org/entity/Q3407456	Pronoia	Oceanid nymph
http://www.wikidata.org/entity/Q60649447	Evagoréis	
http://www.wikidata.org/entity/Q21051010	Klytia	Oceanid in Greek mythology
http://www.wikidata.org/entity/Q2602177	Meliboea	deity from Greek mythology (Oceanid)
http://www.wikidata.org/entity/Q26276980	Aegle	The most beautiful of the Naiads
http://www.wikidata.org/entity/Q3615214	Achiroe	naiad in Greek mythology
http://www.wikidata.org/entity/Q1576404	Stilbe	mythical character
http://www.wikidata.org/entity/Q644354	Argeia	Oceanid of Greek mythology
http://www.wikidata.org/entity/Q21272183	Aegle	Greek mythical character, Hesperid
http://www.wikidata.org/entity/Q1438693	Electra	one of the Oceanids; daughter of Oceanus and Tethys
http://www.wikidata.org/entity/Q2288596	Hesperia	nymph, one of the Hesperids
http://www.wikidata.org/entity/Q1815682	Liriope	water nymph, mother of Narcissus
http://www.wikidata.org/entity/Q3411899	Periboea	Oceanid of Greek mythology
http://www.wikidata.org/entity/Q2980753	Cleocharia	mythologic queen of Laconia in Greek mythology
http://www.wikidata.org/entity/Q611171	Peitho	Oceanid of Greek mythology, personification of Persuasion
http://www.wikidata.org/entity/Q10546716	Cnossia	misstress of Menelaus in Greek myth
http://www.wikidata.org/entity/Q21192842	Ephyra	mythical daughter of Oceanus
http://www.wikidata.org/entity/Q6085037	Ismenis	Figure from Greek mythology
http://www.wikidata.org/entity/Q1333108	Perse	Oceanid (one of the three thousand daughters of the Titans Oceanus and Tethys), and the wife of the Sun god, Helios
http://www.wikidata.org/entity/Q1825523	Limnaee	Nymph
http://www.wikidata.org/entity/Q3134740	Hesperis	
http://www.wikidata.org/entity/Q2148247	Rhoecus	
http://www.wikidata.org/entity/Q79999	Uranus	primordial Greek deity, god of the Sky
http://www.wikidata.org/entity/Q10953669	Misshaku Kongō	deity
http://www.wikidata.org/entity/Q60318124	Eleutherus	Curete
http://www.wikidata.org/entity/Q101322	Tartarus	deep abyss, place of punishment, in ancient Greek mythology
http://www.wikidata.org/entity/Q131090	Chaos	Greek primordial deity
http://www.wikidata.org/entity/Q200382	Phorcys	Greek sea god
http://www.wikidata.org/entity/Q2463695	Pallas	son of Uranus and Gaia, killed and flayed by Athena
http://www.wikidata.org/entity/Q194012	Morpheus	Greek deity associated with sleep and dreams
http://www.wikidata.org/entity/Q3314441	Athos	mythical giant
http://www.wikidata.org/entity/Q1721421	Caecias	
http://www.wikidata.org/entity/Q4072434	Aura	group of Greek gods (Anemoi)
http://www.wikidata.org/entity/Q2245728	Apeliotes	
http://www.wikidata.org/entity/Q272918	Chronos	personification of Time in ancient Greek religion
http://www.wikidata.org/entity/Q14912115	Agrius	Greek mythical giant
http://www.wikidata.org/entity/Q332246	Ananke	personification of inevitability, compulsion and necessity in Greek mythology
http://www.wikidata.org/entity/Q340545	Achlys	primordial deity in Greek mythology
http://www.wikidata.org/entity/Q189175	Aether	primordial Greek deity, personification of the upper air
http://www.wikidata.org/entity/Q5115016	Chrysus	character in Greek mythology
http://www.wikidata.org/entity/Q1133738	Phobetor	deity
http://www.wikidata.org/entity/Q16242376	Jacawitz	
http://www.wikidata.org/entity/Q10420712	Asterius	mythical figure of Miletus
http://www.wikidata.org/entity/Q10289661	Gymnasia	
http://www.wikidata.org/entity/Q20021007	Arctus	
http://www.wikidata.org/entity/Q20747538	Bellum	
http://www.wikidata.org/entity/Q9864262	Āṭavaka	yaksha
http://www.wikidata.org/entity/Q4422449	Scotus	Greek primordial deity
http://www.wikidata.org/entity/Q636428	Kydoimos	personification of the noise of battle in ancient Greece
http://www.wikidata.org/entity/Q131122	Erebos	primordial deity in Greek mythology
http://www.wikidata.org/entity/Q2428793	Thoas	mythological giant
http://www.wikidata.org/entity/Q337624	Acala	god in Buddhism
http://www.wikidata.org/entity/Q12874522	Basile	
http://www.wikidata.org/entity/Q1640885	Hyperbius	giant in Greek mythology
http://www.wikidata.org/entity/Q1232668	Euporie	goddess of abundance of Greek mythology
http://www.wikidata.org/entity/Q836518	Euros	the Greek deity representing the unlucky east wind
http://www.wikidata.org/entity/Q3140400	Hoplodamus	giant of Greek mythology
http://www.wikidata.org/entity/Q4673655	Achi Chokyi Drolma	
http://www.wikidata.org/entity/Q131203	Nyx	Greek goddess of the night
http://www.wikidata.org/entity/Q6408307	Kim-un Kamuy	
http://www.wikidata.org/entity/Q1188515	Virūḍhaka	major deity in Buddhism, one of the Four Heavenly Kings and a dharmapala
http://www.wikidata.org/entity/Q83879	Baal-hamon	chief god in ancient Carthagian religion
http://www.wikidata.org/entity/Q1064734	Kuṇḍali	buddhist wrathful deity
http://www.wikidata.org/entity/Q9581080	Acme	one of the Horae
http://www.wikidata.org/entity/Q21547861	Acte	
http://www.wikidata.org/entity/Q12878563	Scelmis	
http://www.wikidata.org/entity/Q2248952	Kon	Incan god of rain and south wind
http://www.wikidata.org/entity/Q14321610	Hybris	personification of Outrage in Greek mythology
http://www.wikidata.org/entity/Q55529508	Argestes	
http://www.wikidata.org/entity/Q5382860	Epidotes	divinity worshipped at Lacedaemon and divine epithet
http://www.wikidata.org/entity/Q121973	Eros	Greek god of love and sex
http://www.wikidata.org/entity/Q659437	Thalassa	primordial sea goddess in Greek mythology, daughter of Aether and Hemera
http://www.wikidata.org/entity/Q417341	Akephalos	headless daemon or god
http://www.wikidata.org/entity/Q17996944	Tmolus	King of Lydia and husband to Omphale in Greek mythology
http://www.wikidata.org/entity/Q1241488	Dongyue Dadi	deity
http://www.wikidata.org/entity/Q5261720	Dercetius	
http://www.wikidata.org/entity/Q17004306	Hayagriva	a Wisdom King of Vajrayana Buddhism, often considered a form of Avalokiteśvara
http://www.wikidata.org/entity/Q12880561	Mitus	Greek daemon
http://www.wikidata.org/entity/Q21548672	Anonymvs	
http://www.wikidata.org/entity/Q1188767	Dhṛtarāṣṭra	figure in Buddhist mythology, and one of the Four Heavenly Kings
http://www.wikidata.org/entity/Q5173416	Corus	daemon of surfeit and disdain in ancient Greece
http://www.wikidata.org/entity/Q10209312	Guan-Jiang-Shou	A Zhentou originated in Dizang Temple, Xinzhuang, Taiwan
http://www.wikidata.org/entity/Q3822612	Thesis	goddess of Greek mythology
http://www.wikidata.org/entity/Q1378534	Eurynomos	spirit of the underworld
http://www.wikidata.org/entity/Q190563	Pontus	sea god of Greek mythology
http://www.wikidata.org/entity/Q2049577	Pancrates	giant in Greek mythology
http://www.wikidata.org/entity/Q109220	Boreas	Greek mythological personification of the North wind
http://www.wikidata.org/entity/Q10566601	Emperor Huaguang	
http://www.wikidata.org/entity/Q11662826	Shōmen Kongō	
http://www.wikidata.org/entity/Q391553	agathodaemon	mythological serpent
http://www.wikidata.org/entity/Q20479732	Alke	Greek personification of strength in battle
http://www.wikidata.org/entity/Q576123	Alastor	Greek punitive deity
http://www.wikidata.org/entity/Q12656482	Hydros	primordial god of water in Greek mythology
http://www.wikidata.org/entity/Q1191947	Ourea	Greek mountain deities
http://www.wikidata.org/entity/Q2713002	Polemos	daemon in Greek mythology, a divine personification or embodiment of war
http://www.wikidata.org/entity/Q61410291	Eusebia	daemon
http://www.wikidata.org/entity/Q2861418	Aristaeus	giant in Greek mythology
http://www.wikidata.org/entity/Q1822211	Zibelthiurdos	Thracian god of storm and lightning
http://www.wikidata.org/entity/Q467515	Zephyrus	Greek god of the wind from the west
http://www.wikidata.org/entity/Q4750926	Anaideia	Spirit of ruthlessness, shamelessness and unforgiveness in greek mythology
http://www.wikidata.org/entity/Q93172	Gaia	Greek primordial deity, the personification of the Earth
http://www.wikidata.org/entity/Q1740184	Lips	SW wind in ancient Greece
http://www.wikidata.org/entity/Q391089	Alala	Personification of the war cry in Greek mythology
http://www.wikidata.org/entity/Q903273	Notus	god of the south wind in Greek mythology
http://www.wikidata.org/entity/Q1317994	Aletheia	personification of truth in ancient Greece
http://www.wikidata.org/entity/Q58456671	Colophómvs	
http://www.wikidata.org/entity/Q1188714	Virūpākṣa	one of the Four Heavenly Kings and a dharmapala
http://www.wikidata.org/entity/Q9337884	Sciron	personified NW wind in Greece
http://www.wikidata.org/entity/Q2303713	Anax	giant in Greek mythology
http://www.wikidata.org/entity/Q1643451	Alecto	ancient Greek mythological punisher of moral crimes
http://www.wikidata.org/entity/Q390815	Agasthenes	
http://www.wikidata.org/entity/Q1280704	Echion	
http://www.wikidata.org/entity/Q2417141	Theodamas	
http://www.wikidata.org/entity/Q130818	Atlas	deity in Greek mythology
http://www.wikidata.org/entity/Q104042	Terpsichore	muse of dance in Greek mythology
http://www.wikidata.org/entity/Q2840329	Amala	giant in Tshmshian mythology
http://www.wikidata.org/entity/Q5957283	Hypate	
http://www.wikidata.org/entity/Q371545	Megaera	one of the Erinyes or Furies
http://www.wikidata.org/entity/Q183281	Phoebe	Titan in Greek mythology
http://www.wikidata.org/entity/Q1141210	God the Son	in Christianity, the second person of the Trinity, begotten by God the Father, incarnated as Jesus Christ
http://www.wikidata.org/entity/Q11796626	Ophion	
http://www.wikidata.org/entity/Q176283	Aoide	one of the three original Boeotian Muses in Greek mythology
http://www.wikidata.org/entity/Q12900215	Helice	
http://www.wikidata.org/entity/Q12899635	Dia	
http://www.wikidata.org/entity/Q9049602	Nete	one of the three muses of the lyre that were worshipped at Delphi. Her sisters were Mese and Hypate
http://www.wikidata.org/entity/Q660924	Perses	Ancient Greek mythological Titan
http://www.wikidata.org/entity/Q179209	Hyperion	Titan in Greek mythology
http://www.wikidata.org/entity/Q6821184	Mese	Diety of Greek mythology
http://www.wikidata.org/entity/Q1235379	Pasithea	personification of relaxation, meditation and hallucinations in Greek mythology
http://www.wikidata.org/entity/Q457294	Pallas	Titan in Greek mythology
http://www.wikidata.org/entity/Q18415479	Titan	
http://www.wikidata.org/entity/Q8140979	Menoetius	Titan in Greek mythology
http://www.wikidata.org/entity/Q103975	Calliope	muse of epic poetry
http://www.wikidata.org/entity/Q21548629	Andes	
http://www.wikidata.org/entity/Q505207	Melete	one of the three original Boeotian Muses in Greek mythology
http://www.wikidata.org/entity/Q21548777	Damastor	
http://www.wikidata.org/entity/Q3411759	Pelorus	
http://www.wikidata.org/entity/Q302	Jesus	central figure of Christianity (6 or 4 BC – AD 30 or 33)
http://www.wikidata.org/entity/Q44204	Cronus	ruler of the Titans in Greek mythology, defeated by the gods; father of Olympic gods and has control over time
http://www.wikidata.org/entity/Q104413	Erato	Greek muse of lyrical poetry
http://www.wikidata.org/entity/Q12899831	Eunice	muse
http://www.wikidata.org/entity/Q16331995	Erysichthonas the giant	character from Greek mythology
http://www.wikidata.org/entity/Q1686382	Oranion	
http://www.wikidata.org/entity/Q12347565	Eudaemonia	
http://www.wikidata.org/entity/Q3523555	Thelxinoë	daughter of Zeus and one of the original muses in Greek mythology
http://www.wikidata.org/entity/Q2868617	Astraios	
http://www.wikidata.org/entity/Q55777963	Ascus	mythical giant
http://www.wikidata.org/entity/Q926123	Alpos	giant in Greek mythology, son of Uranus and Gaea
http://www.wikidata.org/entity/Q3312821	Antheia	one of the Charites, or Graces, of Greek mythology
http://www.wikidata.org/entity/Q1206054	Klytios	giant
http://www.wikidata.org/entity/Q3012621	Damasen	Greek mythological creature
http://www.wikidata.org/entity/Q58813570	Corydon	giant in Greek mythology
http://www.wikidata.org/entity/Q21547936	Aegiale	
http://www.wikidata.org/entity/Q143457	Eurymedon	greek mythological giant
http://www.wikidata.org/entity/Q849647	Briareus	one of the Hundred-Handers
http://www.wikidata.org/entity/Q108419	Rhea	female Titan in Greek mythology, mother of Zeus and mother of Hera
http://www.wikidata.org/entity/Q1339235	Emphytus	genus of insects
http://www.wikidata.org/entity/Q58842346	Cres	
http://www.wikidata.org/entity/Q199923	Dione	Greek goddess, mother of Aphrodite
http://www.wikidata.org/entity/Q18642285	Asteria	daughter of the Titans Coeus and Phoebe and sister of Leto
http://www.wikidata.org/entity/Q614030	Anytos	deity
http://www.wikidata.org/entity/Q11328715	Phaenna	one of the Graces in Greek mythology
http://www.wikidata.org/entity/Q83160	Prometheus	mythological figure, a Greek Titan
http://www.wikidata.org/entity/Q108019	Thalia	Muse of comedy in Greek mythology
http://www.wikidata.org/entity/Q690388	Mneme	one of the three original Boeotian Muses in Greek mythology
http://www.wikidata.org/entity/Q3357697	Otus	son of Gaia in Greek mythology
http://www.wikidata.org/entity/Q41054	Epimetheus	mythological figure
http://www.wikidata.org/entity/Q3318918	Cottus	one of the Hundred-Handers
http://www.wikidata.org/entity/Q4439972	Aglaea	one of the Graces (Charites) in Greek mythology
http://www.wikidata.org/entity/Q161419	Oceanus	personification of the world-ocean in Greek myth
http://www.wikidata.org/entity/Q3270327	Lelantos	minor character in the Dionysiaca
http://www.wikidata.org/entity/Q180237	Typhon	deadly monster of Greek mythology
http://www.wikidata.org/entity/Q1233841	Polybotes	one of the Giants of Greek mythology
http://www.wikidata.org/entity/Q104425	Polyhymnia	muse of rhetoric in Greek mythology
